user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
,,,,,,,Me ensinou,4 months ago,1556197515640,"Muito estranho, parece ser problema na bateria ou na leitura da porcentagem, experimente carregar ele por mais tempo, usar a bateria até zerar e apagar e carregar até 100 para ver se melhora, se não deve ser problema na bateria mesmo",1
Breno_Lee Karateca,4 months ago,1556197515242,O meu ta tipo Ta 100% e guando chega no 85 descarega,0,true,1,,,,,
,,,,,,,Caio olliveira,4 months ago,1556197515604,O meu tá bem,1
Tal Do Vitim,4 months ago,1556197515245,Deixar o brilho em 50% ou 60% ajuda bastante tb eu sei que fica estranho mas acostuma,0,true,2,,,,,
,,,,,,,Mendes Army,4 months ago,1556197515647,Eu deixo o meu no 0 kkkk,0
,,,,,,,Tal Do Vitim,3 months ago,1558789515649,Mendes Army melhor ainda hahaha,0
Danielle Corte,4 months ago,1556197515249,coloco  meu  celular  pra  carregar  ate  2%  como  eu  faço  isso   por  favor    bjss,0,false,0,,,,,
Glenn Rhee,4 months ago,1556197515251,Obrigado Parceiro,2,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197515584,Valeu irmão ! Não esqueça de se inscrever e dar o joinha pra dar aquela força,0
JACK Ghost soldier,4 months ago,1556197515254,só de jogar uma partida de pubg meu celular perde 30%,0,false,0,,,,,
Léo França,4 months ago,1556197515256,Cara meu celular não fica 5 hrs carregado quando tá em 100%,23,true,2,,,,,
,,,,,,,GTA Tópico,2 months ago,1561467915656,Léo França o meu tbm,0
,,,,,,,BR ANTONIOFIALHOGO,1 month ago,1564059915658,O meu tbm tururu,0
Alan Wolf,4 months ago,1556197515258,"A minha tela gasta uns 20%, mas o brilho já tá reduzido no máximo",1,true,1,,,,,
,,,,,,,Andressa Pereira Bispo,1 month ago,1564059915635,O meu tambem,0
Maria Lima,4 months ago,1556197515261,O meu descarrega no 80😣,0,false,0,,,,,
Talysson vídeos Tube,4 months ago,1556197515263,Mentira,0,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197515664,Verdade,0
GahHup,4 months ago,1556197515266,A bateria de vcs é viciada?pq a minha já virou até traficante 😐,2,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197515589,Kkkkkkkk,0
Dicky *,4 months ago,1556197515269,O,0,false,0,,,,,
Reiser Play,4 months ago,1556197515271,O meu moto G7 Descarrega Muito Rápido Velho MDS 🤦,3,true,2,,,,,
,,,,,,,༒EL_MatëUS ༒,4 months ago,1556197515692,Olc vei eu tenho um ele fica 24 hrs sem carrega e olha que mexo bastante as 5 da tarde tava 100% agr são 10 hrs e está 70 %,0
,,,,,,,Sr Toddynho BRツ,1 month ago,1564059915696,1 vez que acho Alguem com minha foto,0
Leandro Souza,4 months ago,1556197515274,Alcatel A3 XL descarregando rápido demais,2,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197515622,Experimente seguir as dicas deste outro vídeo que vai te ajudar https://youtu.be/BgLVB8QZ0_E,0
Arleiia Albuquerque,4 months ago,1556197515277,O meu caio no chao e ta descarregado em minutos,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197515628,"A bateria pode estar mal encaixada e com esse mau contato ela não está segurando direito, experimente levar em uma loja autorizada pois é problema de peça",0
little angel,4 months ago,1556197515280,"O meu celular é um k9 e faz 2 meses que eu comprei ele e a porcaria do celular descarrega rápido, e descarrega no carregador",5,true,3,,,,,
,,,,,,,Willamys Luiz,4 months ago,1556197515674,O meu tambem comprei em novembro,1
,,,,,,,Me ensinou,4 months ago,1556197515677,"Neste caso a própria capacidade da bateria é baixa , o que você pode fazer é seguir as dicas deste outro vídeo para diminuir o consumo https://youtu.be/BgLVB8QZ0_E",0
,,,,,,,Elza Silva,4 months ago,1556197515680,Tenho um k8 amei ele ele dura 1 dia e meio pra descarregar mas não e novo não e segunda mão mas ti amando a bateria,0
Gabriela Santos,4 months ago,1556197515283,100% bateria restante : 5 minutos,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197515616,"Siga as dicas deste outro vídeo e veja se a saúde da bateria está boa https://youtu.be/BgLVB8QZ0_E , se não estiver terá que trocar a bateria",0
Zzz aaa,4 months ago,1556197515286,"Meu celular chega no 15% ai eu coloco ele pra carregar, deixo ele no carregador por cerca de uns 5 minutos e do nada ele completa 100%. Me ajuda",1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197515611,"Bateria com baixa capacidade de segurar a carga, siga estas dicas do outro vídeo para reduzir o consumo, mas mesmo assim terá que trocar https://youtu.be/BgLVB8QZ0_E",0
Renan W Campos,4 months ago,1556197515289,Muito bom! Valeu amigo!,5,false,0,,,,,
FuCk ThE PoPuLaTiOn,4 months ago,1556197516485,Essa música de live é relaxante 😂,2,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516936,Hahaha é mesmo,1
Calina Carvalho,4 months ago,1556197516488,"Minha bateria antes era otima!! Ela demorava muito tempo para descarregar, mas agr ta descarregando dms",1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516943,Veja as dicas deste outro vídeo para te ajudar https://youtu.be/BgLVB8QZ0_E,0
mike mateus,4 months ago,1556197516492,E quando mostra que é o Bluetooth mas ele tá desligado?,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516915,Ele está desligado sempre ? Porque se ele ficou ligado por um tempo e depois desligou o gasto deste tempo é contado.,0
DieFelipe,5 months ago,1553519116495,O freefire tira 46 porcento da minha bateria,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516898,"Isso é bem normal, o Free fire consome muito mesmo",1
Rian Marques,5 months ago,1553519116499,Mano eu carreguei meu celular hj de manhã agora a noite tá 26 por cento no mesmo dia,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516864,O uso foi alto? Se foi em um dia este consumo é normal,0
josy araujo,5 months ago,1553519116504,essa não é minha conta mais o meus celular desagregar em  8  horas e antigamente aguentava 11,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516931,"É normal, com o tempo ele acaba perdendo um pouco a capacidade de segurar a carga na bateria , reduza o consumo com este outro vídeo para ajudar https://youtu.be/BgLVB8QZ0_E",0
Mane Santos,5 months ago,1553519116507,"Eu acabei de comprar o meu celular, (G7 play). Ele carrega muitoo rápido, e está descarregando com 2 horas de uso. Eu apenas fico assistindo no Google e jogando Free fire",1,true,3,,,,,
,,,,,,,Mane Santos,5 months ago,1553519116874,Eu acho que faz 3 semanas,1
,,,,,,,Me ensinou,4 months ago,1556197516876,"O G7 play tem menos bateria mesmo, por isso que fizeram o G7 Power, mas o Free fire consome muita bateria, e se for no 4g o gasto é enorme, então pode ser normal esse gasto",1
,,,,,,,Mane Santos,4 months ago,1556197516878,"@Me ensinou Ah sim, obrigada.",0
• WAGNER •,5 months ago,1553519116511,Cara minha tela gasta 70%,1,true,1,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516910,"Reduza o brilho e ponha no automático, use plano de fundo escuro também , isso irá ajudar",0
ツLeeh Lost,5 months ago,1553519116514,Meu cell e um E7 GALAXY SAMSUNG ele agr pouco tava 89% quando fui ver tava 86%,2,true,2,,,,,
,,,,,,,Me ensinou,4 months ago,1556197516885,Em quanto tempo ?,0
,,,,,,,ツLeeh Lost,4 months ago,1556197516887,@Me ensinou acho que eim 4 entre 8 minutos ;-;,0
Jhonatha Jk,5 months ago,1553519116518,Meu carregado e novo mais descarregar. Meu telefone,0,false,0,,,,,
Carine Lima,5 months ago,1553519116521,Só de Assistir esse vídeo? Já descarregou sete por cento aff,0,false,0,,,,,
Juliana Ramos,5 months ago,1553519116524,O meu celular quando chega em 50℅ descarregar e fica com 0% me ajudem 😔😔😔😔😔😕,1,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519116854,"Com certeza isso é problema na bateria, veja neste vídeo como ter certeza https://youtu.be/BgLVB8QZ0_E neste caso terá que trocar em uma loja",0
Alysson Farias,5 months ago,1553519116528,O meu é só a tela é mêsmo assim descarrega🤦,1,true,2,,,,,
,,,,,,,Me ensinou,5 months ago,1553519116923,"Você pode reduzir o brilho da tela e deixar no automático isso vai economizar , pode usar plano de fundo escuro também",0
,,,,,,,Me ensinou,5 months ago,1553519116925,Este outro vídeo vai te ajudar também https://youtu.be/BgLVB8QZ0_E,0
GAM3XD,5 months ago,1553519116532,Obg,1,false,0,,,,,
Luan Alves,5 months ago,1553519116535,O meu só tá e 1,0,false,0,,,,,
Dannylo Santiago,5 months ago,1553519116538,Meu celular não tem a bateria viciada já e traficante,2,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519116904,Kkkkkk boa,0
danielle fabiane,5 months ago,1553519116549,"Muito obrigado pela ajuda, meu celular estava descarregando muito rapido quando fui ver a tela do meu cell estava gastando 71%, quase cai dura quando eu vi😂
Obrigado mesmo",2,true,2,,,,,
,,,,,,,Me ensinou,5 months ago,1553519116957,Que bom! Ficamos muito felizes em saber !!! A tela realmente gasta muito da bateria haha,1
,,,,,,,deixa a vida me surpreender,5 months ago,1553519116960,"danielle fabiane e como faz a tela parar de gastar , A minha chega a 60℅?",0
Gabriella,5 months ago,1553519116552,o meu descarrega em menos de 2 horas,1,false,0,,,,,
Cleonice Batista,5 months ago,1553519116554,Como é o nome dessa trilha sonora do vídeo,0,false,0,,,,,
day FREE FIRE,5 months ago,1553519116557,Não adiantou assistir esse vídeo,3,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519116893,"Então tente resolver com este outro vídeo https://youtu.be/BgLVB8QZ0_E , garanto que vai resolver, pois muita das vezes o problema é na própria bateria e deverá trocar na loja",0
Flavio Henrique,5 months ago,1553519117788,"cara,o meu problema  e p sistema de operacional que esta em 52%,tem como dimiuir? abraços",1,true,4,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118254,"O sistema operacional consumir bateria é normal, mas voce pode conferir os programas abertos no seu celular e fecha los, isso vai te ajudar",0
,,,,,,,Me ensinou,5 months ago,1553519118259,Neste outro vídeo eu ensino a ver e  fechar os programas https://youtu.be/1GkTI32FCGQ,0
,,,,,,,Flavio Henrique,5 months ago,1553519118260,"obrigado cara, mas eu já fiz isso, e só de fazer esse negocio que vc falou do video, já me ajudou muito",1
,,,,,,,Me ensinou,5 months ago,1553519118262,"De nada, fico feliz em saber ! Qualquer coisa tem mais dicas neste outro vídeo https://youtu.be/BgLVB8QZ0_E , abraços",0
jow,5 months ago,1553519117792,o meu em 90% descarrega vtnc que raiva,1,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118169,"A sua bateria está com problema, você pode conferir com este outro vídeo https://youtu.be/BgLVB8QZ0_E , e deverá trocá-la em uma loja",0
DianaSilva Cardoso,5 months ago,1553519117796,Meu celular carrega e descarrega muito rápido,8,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118223,"A sua bateria deve está viciada ou tem pouca capacidade, tente diminuir o consumo, veja dicas neste outro vídeo https://youtu.be/BgLVB8QZ0_E",0
JHON,5 months ago,1553519117800,O meu  tá carregando rápido e descarregando rápido porquê?,8,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118177,"A sua bateria tem pouca capacidade, você pode resolver diminuindo o consumo do seu aparelho, veja dicas neste vídeo https://youtu.be/BgLVB8QZ0_E",0
Multi Lex,5 months ago,1553519117804,O meu tava descarregando rapido demais e agora nao sai dos 45% o q fazer???,0,false,0,,,,,
Kawaii Forever,5 months ago,1553519117807,Mt bom (づ￣ ³￣)づ📱,6,false,0,,,,,
DavidXXL,5 months ago,1553519117810,Meu celular tá carregando rápido e descarregando rápido,1,true,2,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118211,Pode ser problema na saúde da bateria veja neste outro vídeo https://youtu.be/BgLVB8QZ0_E,0
,,,,,,,DavidXXL,5 months ago,1553519118213,@Me ensinou a saúde da bateria tá dizendo que é boa,0
Pedro guilherme BTU,5 months ago,1553519117813,dá raiva,3,false,0,,,,,
SuperSaiyan 4,5 months ago,1553519117816,"voce pode me ajudar?
Quando eu usu o celular ate mais ou menos 25%,do nada,ele começa descaregar na velocidade da luz,voce sabe se isso é um vicio da bateria? Ou é porque eu tou fazendo mau uso? Me explica mano
Ah e outra coisa,eu não sei que bosta que acontecendo,mais eu parei para comparar,ligando a economia de bateria,descarega mais rapido quando esta ativado,e quando esta desligado,descaregar lentamente(ate chegar pelo o rumo dos 23%)",1,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118217,"Veja a saúde da sua bateria e siga as dicas deste outro vídeo https://youtu.be/BgLVB8QZ0_E , se a bateria estiver com saúde ruim terá que troca-la",0
Melqui Abraão,5 months ago,1553519117820,O meu ta indo de 100% pra 10% do nada vei,1,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118199,"Veja a saúde da sua bateria neste outro vídeo https://youtu.be/BgLVB8QZ0_E , qualquer coisa terá que trocar a bateria",0
Neymar Jr,5 months ago,1553519117824,Mano como faz no MOTO G4 PLAY ?,1,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118193,Segue este outro vídeo que vai te ajudar https://youtu.be/BgLVB8QZ0_E,0
yumi -chan,5 months ago,1553519117828,Mano ..... eu acabei de carregar meu celular e já tá uns 68%,1,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118163,"Parece muito bateria viciada, veja este vídeo para resolver https://youtu.be/BgLVB8QZ0_E",0
Videos Youtube Lunbis,5 months ago,1553519117832,Funcionou mais ou menos amigo !,1,true,1,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118173,Veja este outro vídeo que vai ajudar mais https://youtu.be/BgLVB8QZ0_E,0
Kauã,6 months ago,1551099917835,O meu está descarregando 5% em 1 minuto,1,true,2,,,,,
,,,,,,,Me ensinou,5 months ago,1553519118237,"Dependendo do seu uso pode ser normal, mas siga este outro vídeo para ajuda https://youtu.be/BgLVB8QZ0_E",1
,,,,,,,Kauã,5 months ago,1553519118239,"Olá,eu fiz o seguinte processo:deixei meu celular com 30% aí eu coloquei ele conectado no carregador mas não conectado na tomada.
Deixei descarregar totalmente
Aí eu coloquei pra carregar direto na tomada, e agora demora 8 horas de bateria jogando Free fire
Já usando só redes sociais demora umas 12 horas 
Obgdo pela resposta",0
PALPI TEIRO,6 months ago,1551099917838,"99,99 das pessoas não sabem a culpa do celular ficar uma merda é simplesmente a placa aquecer .",3,true,2,,,,,
,,,,,,,PALPI TEIRO,6 months ago,1551099918267,"Carregador turbo original , um cabo de qualidade, desativar todas mensagens que aparecem na barra . Desativar praticamente tudo que vem de fábrica.  E se possível carregar com um vento em cima do Cell assim vai carregar com qualidade e durar até outro dia isso se a pessoa  tiver uma vida social e não  ficar grudado o tempo inteiro na tela até descarregar",1
,,,,,,,Me ensinou,6 months ago,1551099918268,"A placa aquece pelo uso continuo ou uso de capinhas , mas com isso não tem muito o que fazer a não ser reduzir o uso para esfriar",0
Gel Santos,6 months ago,1551099917842,O meu que más gasta é WiFi 38℅,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099918231,"Normal a internet wi-fi gasta muito mesmo, mas siga as dicas deste outro vídeo que vai te ajudar https://youtu.be/BgLVB8QZ0_E",0
Carlinhos Jr,6 months ago,1551099917846,"Eu não entendo meu celular, quando eu tô em casa usando wi-fi dura bastante até, aí quando eu uso os dados quando vou para outro lugar descarrega rápido. 🤔",1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099918243,"É normal , muitos celulares possuem um consumo muito alto da antena quando usa os dados, principalmente os celulares mais antigos ou quando vc não tem um sinal forte no local",1
Everton Plays,6 months ago,1551099917849,O meu descarrega pó minuta cara 😬😬,1,true,1,,,,,
,,,,,,,Steven ツ BR :3,4 months ago,1556197518227,pelo menos não é em segundos ;^;,0
Marcos Felix,6 months ago,1551099917853,Meu celular descarregou nesse video.,0,false,0,,,,,
Robin farias,6 months ago,1551099917855,E quando a tela esta consumindo 63% o que eu faço,5,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099918205,"Reduz o brilho, bota o brilho no automático se tiver, use papel de parede escuro e veja este outro vídeo que vai ajudar https://youtu.be/BgLVB8QZ0_E",0
Gean Carlos,6 months ago,1551099919002,Boa noite tenho  um celular positivo twst novo tenho ele só 2 dias e não aguenta carregado o que eu faço,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919369,"A bateria dele deve ser fraca mesmo, siga estas dicas deste outro vídeo que vai ajudar a melhorar a duração da sua bateria https://youtu.be/BgLVB8QZ0_E",0
Judy Army,6 months ago,1551099919004,Depois de forçar parada vai da pa entrar no aplicativo denovo?,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919391,"Vai sim,sem problemas",0
Noticias Brasil,6 months ago,1551099919007,Blz meu positivo da viciado na bateria   coloco ele pra carregar ate 100 depois tura só 30 hora,0,false,0,,,,,
amanda augusto,6 months ago,1551099919009,"quando meu celular tá com 15% às vezes vai logo pra o 5% e às vezes vai descarregando 1% a cada 1 minuto, como resolvo isso?",0,false,0,,,,,
Series_Memes Br,6 months ago,1551099919011,A dica começa às 00:50,0,false,0,,,,,
MRX PLAY,6 months ago,1551099919013,"Meu fica 47% no visor , mais eu sempre uso o brilho baixo como posso resolve sera um virus ou bug",1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919382,"Pode ser pq a tela gasta muito mesmo, vc pode deixar o brilho automático, usar fundo de tela escuro e seguir estas outras dicas, vai ajudar https://youtu.be/BgLVB8QZ0_E",0
PATRYCYA SARTER PAT,6 months ago,1551099919016,O meu celular e novo não tem nem duas semanas de uso ele acaba a bateria depressa,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919356,"Ele deve ter vindo com a bateria fraca mesmo, siga as dicas deste outro vídeo que vai ajudar https://youtu.be/BgLVB8QZ0_E",0
{•Brenda- Games•},6 months ago,1551099919019,Meu celular tava 100% dps de 3 minutos ficou 20,2,true,2,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919344,"Brenda com certeza é problema na bateria e terá que trocar, Veja este outro vídeo que vai te ajudar a ver a saúde da  bateria https://youtu.be/BgLVB8QZ0_E  mas te aconselho a levar em uma autorizada",0
,,,,,,,{•Brenda- Games•},6 months ago,1551099919345,@Me ensinou odgd me ajudou!!,1
Zezinho Pereira,6 months ago,1551099919021,"O meu e um Alcatel A3 e descarrega muito rapido, com esse tutorial eu consigo resolver ?",1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919386,"Consegue sim, ele tem várias dicas, mas caso não resolva tem este outro tutorial com dicas mais detalhadas https://youtu.be/BgLVB8QZ0_E",0
tay Santtos,6 months ago,1551099919024,O meu celular eu comprei em julho um j7 mas tá descarregando muito rápido eu ñ sei mais o que fazer 😣,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919404,Siga este outro vídeo que vai te ajudar https://youtu.be/BgLVB8QZ0_E veja a saúde da bateria,0
Luluh Dociinhoh,6 months ago,1551099919027,O meu em 4 horas descarrega,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919360,"A bateria deve estar viciada, veja com este outro vídeo https://youtu.be/BgLVB8QZ0_E",0
Jeane Barbarino,6 months ago,1551099919029,"Nossa, minha tela está com sumindo 53% 😱😱",1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919378,"Você pode diminuir o brilho, botar brilho automático e um fundo escuro. Outras dicas neste vídeo aqui https://youtu.be/BgLVB8QZ0_E",0
Samily Silva,6 months ago,1551099919032,"No meu celular o que aparece em primeiro lugar e o Google; quando coloco ""forçar parada"" ele continua aberto...O que eu faço ?",1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919336,"Voce pode ver neste outro vídeo https://youtu.be/BgLVB8QZ0_E , nele você aprende a fechar o app direto no processo.",0
NICOLLE CARTER AVAKIN,6 months ago,1551099919035,Oq adianta,0,false,0,,,,,
•Viciada em FNAF BRASIL•,6 months ago,1551099919036,"Olha,eu tava carregando e tava no 100 quando liguei o cll tava 89%",1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919365,As vezes pode ser problema na bateria . Veja com este outro vídeo   https://youtu.be/BgLVB8QZ0_E,0
• ღluuy• chanღ,6 months ago,1551099919039,Eu testei no celular da minha vó e agora vamos ver se vai funcionar,3,false,0,,,,,
NaTaNaEL cLiP,6 months ago,1551099919041,Meu celular bugou no 100%,0,false,0,,,,,
Jose Henrique,6 months ago,1551099919042,O meu problema é que minha tela eu olhei agr e ta consumindo 78 por cento da bateria mais não tem forçar parada,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919374,"Neste caso diminua o brilho da tela e botei no automático, use plano de fundo escuro e siga as dicas deste outro vídeo https://youtu.be/BgLVB8QZ0_E",0
Andrey Silva,6 months ago,1551099919045,Mi da a senha da Netflix,1,true,2,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919399,"Claro, anota aí , a senha é : ******",1
,,,,,,,《viviih 》,5 months ago,1553519119400,@Me ensinou kkkkkkkkkmk,0
Garota Que Provavelmente tá com Depressão,6 months ago,1551099919048,Quando Eu tiro o meu do carregador ele desliga 😑,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099919349,Sua bateria está com problema provavelmente e deve ser trocada. Veja o estado dela com este outro vídeo https://youtu.be/BgLVB8QZ0_E,1
Ju Online,6 months ago,1551099920174,"Meu telefone é um j5 e eu não to conseguindo identificar oq está acontecendo pois ele está descarregando no 50 ou 60%
me ajuda ai pfv",4,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099920530,"Sua bateria está ruim, deve trocar em uma loja",0
Luciano Luiz,6 months ago,1551099920176,"Mano. Tenho um moto Z novinho. A durabilidade da bateria dele é muito boa. Jogo bastante. Esses dias , percebi que ele está carregando muito rápido , sei que mesmo no turbo . Mas ele esta carregando de uma forma "" anormal. Muito rápido. E na mesma proporção, está descarregando Muito rápido.",1,true,2,,,,,
,,,,,,,Me ensinou,6 months ago,1551099920549,"Estranho cara, parece que a bateria está perdendo a carga , pode ser sinal que ela está ficando ruim, veja a saúde dela neste outro vídeo https://youtu.be/BgLVB8QZ0_E . Qualquer coisa terá que trocar",1
,,,,,,,Luciano Luiz,6 months ago,1551099920551,Obrigado mano. Mas o incrível . Meu celular é novinho.,0
Jualisson Cruz,7 months ago,1548421520179,Me ajuda o meu descarga em 80%,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099920583,"Sua bateria deve estar com problemas, confira neste outro vídeo https://youtu.be/BgLVB8QZ0_E . Se estiver ruim mesmo terá que trocar",0
sldkxj ow,7 months ago,1548421520182,"O meu problema e ao contrário, eu coloquei meu celular pra carregar(desligado) e tava em 1%, não se passou 30 minutos e já tava em 100%!",1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099920593,"Isso é normal, o jeito mais eficiente de carregar o celular é desligado , principalmente se for turbo",0
vinicius vinicius,7 months ago,1548421520184,no meu fica com 100% fica assim 1segundo atrás e dps de uns sgnds fica do lado direito  45 min restantes e n hora mds véy me ajuda,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099920542,"Cara a bateria está com problema e deve ser trocada ,mas você pode ter a certeza neste vídeo https://youtu.be/BgLVB8QZ0_E",0
vinicius vinicius,7 months ago,1548421520187,o meu android esta assim ele não dura mais horas que nem antes ele dura minutos e descarrega rapido ta em 100% e dps de uns segundos 56%...,1,true,1,,,,,
,,,,,,,Me ensinou,6 months ago,1551099920557,"Sua bateria deve estar ruim, veja neste outro vídeo https://youtu.be/BgLVB8QZ0_E",0
в૨ષทѳ FF -BRASIL,7 months ago,1548421520189,Meu pal e gigante,0,false,0,,,,,
FaBianø - Drøidツ,7 months ago,1548421520192,Se força parada o que acontece?,4,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520573,"Você fecha o aplicativo, eu explico melhor neste outro vídeo https://youtu.be/BgLVB8QZ0_E",1
Jhuan *-*,7 months ago,1548421520195,o meu celular fui tenta fazer isso e ee dercarregou kkkkkkkkkkk,4,true,1,,,,,
,,,,,,,Seerginho,7 months ago,1548421520609,Kkkk foda,0
• ni033,7 months ago,1548421520197,"O meu é um j5 antes ele n descarregava carregando mas agora esta direto, ele tbm esta demorando pra carregar",18,true,2,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520567,"Seu uso pode estar muito alto , tente seguir a dica deste vídeo e do outro https://youtu.be/BgLVB8QZ0_E , veja a saude da sua bateria",1
,,,,,,,Thiago gamerdevil486,1 day ago,1566651920568,Tenta desliga os dados moveis e Bluetooth e tudo fecha app sem segundo plano o meu tava assim ai eu fiz ta normal agora,0
Henzo Gustavo,7 months ago,1548421520200,O meu cel dura dad 6 da manha ate as 7 30 direto jogando ff ta bom ate ne?,1,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520601,"Sim, o FF consome muita bateria , isso é normal",0
Red Player,7 months ago,1548421520203,o meu pode estar em 100% mais com meia HR de uso ela já ta em 50% ;-;,0,false,0,,,,,
Sonia Maria Massario dos Santos,7 months ago,1548421520205,Muito obrigada pela dica.,2,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520561,"De nada, veja esse outro vídeo para mais dicas https://youtu.be/BgLVB8QZ0_E , e se inscreva no canal para receber mais !",1
Nico Chan,7 months ago,1548421520208,"Mas o meu é a luz que está descarregando, 47%",1,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520578,"Nesse caso você pode usar o brilho automático, reduzir o brilho da sua tela ao maximo,usar plano de fundo escuro que vai ajudar. Pode também assistir este outro vídeo.para mais dicas https://youtu.be/BgLVB8QZ0_E",0
júnior Belarmino,7 months ago,1548421520210,Dura mais a bateria,0,false,0,,,,,
júnior Belarmino,7 months ago,1548421520212,Mano vc fala de mais tem que ir na configuração do wi-fi apara pode desativar,0,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520589,"Meu amigo cada um tem um problema diferente então eu tenho que falar sobre todos para ajudar a todos. Se desativar o wi-fi a pessoa fica sem internet, eai? Enfim, depende do caso, cada um tem um problema",0
Henrique Alexander,7 months ago,1548421520215,"O meu é o moto e4 plus e o que mais tá gastando é o sistema operacional tipo,em 40 minutos ele gasta 12% começou isso a uns 3 dias. Têm alguma coisa que eu possa fazer?",1,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520605,"Você pode tentar atualizar o sistema , ou ver a saúde da sua bateria e seguir essas dicas desye outro vídeo https://youtu.be/BgLVB8QZ0_E",0
irineu kings,7 months ago,1548421520218,GG,1,false,0,,,,,
Vinicius Alves Alexandre,7 months ago,1548421520220,Valeu,1,false,0,,,,,
Drops da Cy,7 months ago,1548421520227,Otimo video,1,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421520597,Muito obrigado !,0
zThunder Gaming_,7 months ago,1548421521338,Cara eu tirei do carregador 16 hrs agr sao 23 e tá em 27 vc acha q tá mt rápido? E tipo meu cllr disse q ainda aguenta 6 hrs... tá bom assim?,3,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421521700,"Tá bom sim, parece que seu celular está com o consumo normal, mas mesmo assim vc pode melhorar , veja este vídeo https://youtu.be/BgLVB8QZ0_E",0
ERIK NERY DE CARVALHO,7 months ago,1548421521341,quanto tempo e a  luz de fundo de sua tela,1,true,1,,,,,
,,,,,,,Me ensinou,7 months ago,1548421521762,30 segundos e a luz de tela tá automática. Veja outras dicas neste outro vídeo https://youtu.be/BgLVB8QZ0_E,0
-TheDan,7 months ago,1548421521343,Meu Moto G2 fica ligado das 6:30 até as 11:30,1,true,2,,,,,
