user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
VeryNuclear,1 year ago,1535201959889,Is he performing? or the crowd?,0,false,0,,,,,
TheAngryAArdvark,1 year ago,1535201959892,1:34 = Murloc!,0,false,0,,,,,
half pint,1 year ago,1535201959894,"This makes me smile from ear to ear every time i watch this, very special 😎",0,false,0,,,,,
RockBacon,1 year ago,1535201959897,this might sound weird but can some one comment on this comment so i can get random notification,0,true,1,,,,,
,,,,,,,Mark,1 year ago,1535201960175,RockBacon No,0
Fellipe Marques,1 year ago,1535201959901,2018 and still the best performance ever!!!,2,false,0,,,,,
Shanika Howard,1 year ago,1535201959904,I love this session.  It makes me just love Ed Sheeran so much more. Kudos sir.,0,false,0,,,,,
Maja Prokopiuk,1 year ago,1535201959906,<3,0,false,0,,,,,
Thakko,1 year ago,1535201959909,Ed Sheeran is the best,0,false,0,,,,,
indianiza,1 year ago,1535201959911,wf? bad,0,false,0,,,,,
Javier Guerrero,1 year ago,1535201959914,chords?,0,false,0,,,,,
Tatjianna Savoie,1 year ago,1535201959917,What a powerful performance. Man I loved watching this. I felt like I was in the crowd,1,false,0,,,,,
chim chim,1 year ago,1535201959920,"6:39 is sheetfreakingzoo deadly.. sheetzu i love that part he looks at the crowd and raps .. his eyes is like "" i'm a rap god too"" 😂😂😂😂",0,false,0,,,,,
Filip Bogdanoski,1 year ago,1535201959923,what are the third and the forth cord that he is playing in the beggining? D7 and E7? or im wrong?,0,false,0,,,,,
Kyle,1 year ago,1535201959925,I really want Ed to release No Diggity as an official track.,1,false,0,,,,,
¿sᴉɥʇ pɐǝɹ noʎ uɐƆ ?,1 year ago,1535201959928,legendary,0,false,0,,,,,
Mary Poppins,1 year ago,1535201959930,Love him!,0,false,0,,,,,
DIY Lilo xoxo,1 year ago,1535201959933,I would cry if I got to go to one of his concerts or live songs!!! I love him sooooooo much!!,0,false,0,,,,,
Chloe Betony,1 year ago,1535201959936,"Listened to this 100 times after I saw him live in 2015. After the last year of New Zealand overplaying his millions of singles he released, I saw him again as for once an artist was in the city I lived in and my love for him was reaffirmed. He is an incredible live artist (I much prefer him live to studio), the way he works a crowd, even one as small as this one, to the 30,000 people who I went to see him with is a crazy talent and his looping, stage presence and passion is never lacking. Thank you for being an incredible talent, I never want to forget you're an incredible musician like I had over the last year because I'm doing myself an incredible injustice.",0,false,0,,,,,
Luis Alberto Paes,1 year ago,1535201959939,love the crowd.. ed should be loved it,0,false,0,,,,,
Kery Chen,1 year ago,1535201959942,A M A Z I N G,0,false,0,,,,,
Tawhidur Rahman,1 year ago,1535201960841,boga sondor lag se na notir puya,0,false,0,,,,,
Herbie Wooten,1 year ago,1535201960843,seems like he's battling negative and positive words and looking for the middle left or right,0,false,0,,,,,
Herbie Wooten,1 year ago,1535201960846,wats up antenna s,0,false,0,,,,,
Ramperasaud Dyalram,1 year ago,1535201960848,Whats that strum pattern?,0,false,0,,,,,
Adriana in Denmark,1 year ago,1535201960851,He is hot here <3,0,false,0,,,,,
Kissy Kiss Mom,1 year ago,1535201960853,His talent just reveals itself in this video!,0,false,0,,,,,
Rico Wolfe,1 year ago,1535201960856,I am so proud that he can solo something so cool.  Cool acoustic!,2,false,0,,,,,
187 ummm,1 year ago,1535201960858,This is great,2,false,0,,,,,
Sentenza L'Abrupt,1 year ago,1535201960860,Quelle chance pour ceux qui sont dans le public !!!,0,false,0,,,,,
Maewashe Kelcey,1 year ago,1535201960863,He’s so cool 😎... best artist,3,false,0,,,,,
Mr Cheese,1 year ago,1535201960865,Found this in 2016 and still come back to listen to it sometimes,3,false,0,,,,,
Ava Ware,1 year ago,1535201960867,my sister was at this concert. I wish I was there :(,2,false,0,,,,,
주희종,1 year ago,1535201960870,is there anyone can let me know the tab&chord of this mashup please? this is obviously incredible,0,false,0,,,,,
Harry Angulo,1 year ago,1535201960872,Watch at 1.25 speed 👌🏻,1,false,0,,,,,
catherine vernadat,1 year ago,1535201960875,saoûlant !!!!!!,0,false,0,,,,,
Jeferson Braga Pereira,1 year ago,1535201960877,"caramba é um mashup?
bela idéia, muito bem sacado!!!!!!!!",0,false,0,,,,,
Elizabeth Carrasco,1 year ago,1535201960880,love it!,0,false,0,,,,,
justponx,1 year ago,1535201960882,he want to hear the ghost sound,0,false,0,,,,,
Choco Kerano,1 year ago,1535201960884,U are so powerful..Best Musician Ever ❤🔥,1,false,0,,,,,
Raha Rodrigez,1 year ago,1535201960887,3:25 what a song???,2,true,1,,,,,
,,,,,,,LotusLatte,1 year ago,1535201961120,Raha Rodrigez  No Diggity,0
정용식,1 year ago,1535201961739,노래 좋네요,0,false,0,,,,,
Leabel Fabella,1 year ago,1535201961742,2018 and still amazing 👌,1,false,0,,,,,
christine JAUTEE,1 year ago,1535201961744,VERY GOOD DISQUE,0,false,0,,,,,
Jenniferw Wilson,1 year ago,1535201961747,FIRST TIMe i saw this video..outstanding!!,1,false,0,,,,,
Raha Rodrigez,1 year ago,1535201961749,Напишите названия песен с таймкодами пожалуйста,1,false,0,,,,,
Firas Dak,1 year ago,1535201961752,2Hi jj,0,false,0,,,,,
c monti,1 year ago,1535201961754,This is soooo amazing.  The man is a true genius.,1,false,0,,,,,
Rute Passos,1 year ago,1535201961757,2018?,0,false,0,,,,,
MargaretAnn Howard,1 year ago,1535201961760,UNDERAPPRECIATED.....<3 !!!!!,1,false,0,,,,,
James Knox,1 year ago,1535201961762,Love the Mix.,0,false,0,,,,,
WezMwangi,1 year ago,1535201961765,THAT CROWD IS KILLA!,2,false,0,,,,,
Ahmed Jamal,1 year ago,1535201961768,Marvelous,0,false,0,,,,,
mdj2742,1 year ago,1535201961770,I'm dead at the crowd knowing all the lyrics to No Diggity.,2,false,0,,,,,
Emely Jansen,1 year ago,1535201961773,<3<3<3<3<3,0,false,0,,,,,
tati carpio,1 year ago,1535201961776,the best 10 minutes I watched in YT. and it's on repeat.,1,false,0,,,,,
Emma Abela,1 year ago,1535201961779,He is amazing <3,1,false,0,,,,,
Krishna Mohan,1 year ago,1535201961781,so much rhythm from that small guitar...sounds like a whole band is hidden in that thing...,1,false,0,,,,,
Tatenda Mazda3Fan,1 year ago,1535201961784,fuck this guy is irritatingly good damn,1,false,0,,,,,
nadz mcfee,1 year ago,1535201961787,😍😍😍,0,false,0,,,,,
John Halas,1 year ago,1535201961790,Phenomenal,1,false,0,,,,,
Tianna Chandler,1 year ago,1535201962492,He never fails to impress me! Amazing!!,1,false,0,,,,,
Adam Mackovčin,1 year ago,1535201962494,amazing artist my man Ed.,1,false,0,,,,,
red rush,1 year ago,1535201962504,PURE TALENT!,1,false,0,,,,,
lorena gonzales,1 year ago,1535201962507,Genial cuando se conecta de esa manera con las emociones de las personas...,1,false,0,,,,,
Sukhee Otgoo,1 year ago,1535201962510,Listen play speed 1.25,0,false,0,,,,,
hasnan ahmed-khan,1 year ago,1535201962513,YEAH BRO THIS IS SO SICK REMINDS ME OF THE 70' YOU GET ME BROOO,0,false,0,,,,,
Nika Kurtiashvili,1 year ago,1535201962515,2018 xD,0,false,0,,,,,
GUADALUPE RIVERA,1 year ago,1535201962518,WITH WANTS TO BE WITH YOU ED SHEERAN,0,false,0,,,,,
jessika richard,1 year ago,1535201962520,"WOOOOOOOOOOO
 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏

😆😆😆😆😆😆😆😆😆",1,false,0,,,,,
mustang sally betterslowdown,1 year ago,1535201962523,True talent,0,false,0,,,,,
Amanda Whittaker,1 year ago,1535201962525,I''m breathless just watching this! Ed's skills are amazing.,2,false,0,,,,,
GuitarGeek,1 year ago,1535201962528,"he's so mainstream and has huge fanbase, but still underrated",1,false,0,,,,,
Aurelia,1 year ago,1535201962531,I NEED THIS AGAIN,0,false,0,,,,,
Karolina,1 year ago,1535201962533,Damn this is 🔥🔥🔥,1,false,0,,,,,
Ján Dotko,1 year ago,1535201962536,what chords is he using?,0,false,0,,,,,
Holly Smith,1 year ago,1535201962539,Oh my goodness. Love it!,0,false,0,,,,,
Kamil Sonsalla,1 year ago,1535201962542,pure joy <3,2,false,0,,,,,
The Real Slim Meseeks,1 year ago,1535201962545,Sup bro scrollin through comments 😎✌️ if this song is relatable I feel ya cuz it relatable too!,1,false,0,,,,,
Kris Friederich,1 year ago,1535201962547,I love this man and his talent! I just can't get enough (maybe addiction is a better description of my adoration of this man)! He will always be top on my list of concerts that I MUST see!,0,false,0,,,,,
D.h. 88,1 year ago,1535201962550,Dayuummmm Ed.... look at you go!,1,false,0,,,,,
Holly O'Brien,1 year ago,1535201963201,I have literally watched this twice a day everyday since forever.,3,false,0,,,,,
Scott Umstead,1 year ago,1535201963203,fuck!! second half of the views are mine.,0,false,0,,,,,
Andrew Senior,1 year ago,1535201963205,This is awesome...didn't want it to end....so talented,2,false,0,,,,,
ericac correia,1 year ago,1535201963207,"this is so lit, this is a fucking masterpiece ya know",1,false,0,,,,,
Zetraxes,1 year ago,1535201963208,100% crowd control,0,false,0,,,,,
Nadine Hoogendoorn,1 year ago,1535201963210,Love Ed Sheeran<3  he is a great performer!!,1,false,0,,,,,
Eddie Gheorghe,1 year ago,1535201963211,"Very Jason Mraz. Watch any of Mraz live and he has almost an identical flare. Love both of em, Sheeran just knew what was up",1,false,0,,,,,
Marko,1 year ago,1535201963213,Who can dislike this?,0,false,0,,,,,
Tony Wassenaar,1 year ago,1535201963215,The vibe in there gives me chills every time I watch this ❤️,0,false,0,,,,,
ThienUy Pham,1 year ago,1535201963216,"5:17 what song is that, please???!",0,true,2,,,,,
,,,,,,,nobody XD,1 year ago,1535201963499,ThienUy Pham No diggity 😊,0
,,,,,,,ThienUy Pham,1 year ago,1535201963501,# Nobody haha thanks mate,0
james oswald,1 year ago,1535201963219,15m views and about 10m are mine,0,false,0,,,,,
Hjalti Einarsson,1 year ago,1535201963220,How many likes can you give...!,0,false,0,,,,,
Tony SAK'S,1 year ago,1535201963222,You know who is the best,0,false,0,,,,,
Niamh Gillan,1 year ago,1535201963224,5:15,2,false,0,,,,,
¿sᴉɥʇ pɐǝɹ noʎ uɐƆ ?,1 year ago,1535201963226,"is this on spotify?



lmao",0,true,1,,,,,
,,,,,,,LotusLatte,1 year ago,1535201963468,¿sᴉɥʇ pɐǝɹ noʎ uɐƆ ? Haha I wish,0
KarmicYogi,1 year ago,1535201963228,Love the crowd! always get goosebumps when the crowd starts singing with the singer,2,true,1,,,,,
,,,,,,,LotusLatte,1 year ago,1535201963494,KarmicYogi agree!,0
milainfj 1,1 year ago,1535201963230,"I think these are the concerts he enjoyed the most in his career, small excited audience.",1,false,0,,,,,
Alecs Ayala,1 year ago,1535201963232,THE NEW jASON MRAZ,0,false,0,,,,,
Gama Sennin,1 year ago,1535201963234,"damn he makes it look so easy. 
If a creative mind, charisma, talent and hard work mix together you get ed sheeran. 
Also, that crowd was amazing, really enjoyed listening to this",0,false,0,,,,,
Paula Daniel,1 year ago,1535201963235,Truly gifted and a great guy :):),0,false,0,,,,,
The Gameplan,1 year ago,1535201964086,The new Jason Mraz??,0,false,0,,,,,
Brand G.,1 year ago,1535201964088,This is amazing <3,0,false,0,,,,,
Angela Humphrey,1 year ago,1535201964090,This was his happy place.,1,false,0,,,,,
Leyla Arroyo Cabrales,1 year ago,1535201964092,MAGICAL,0,false,0,,,,,
BonnieSweet,1 year ago,1535201964095,best,0,false,0,,,,,
Gray Lee,1 year ago,1535201964097,What are those chords??,0,false,0,,,,,
Casey Key,1 year ago,1535201964099,Listen on x.75 speed for super funky version,0,false,0,,,,,
Christian Elsner,1 year ago,1535201964101,Super,0,false,0,,,,,
Elisa Azambuja,1 year ago,1535201964103,someday i ll wathc a show by this men AAA I LOVE HIM SO MUCH,0,false,0,,,,,
Kelsey Griffin,1 year ago,1535201964105,He is perfect in every way.,0,false,0,,,,,
Nihal Hathaway,1 year ago,1535201964107,omg I'm so in love with is accent. Essex's the best^^,0,false,0,,,,,
Nihal Hathaway,1 year ago,1535201964109,he's so amazing!,1,false,0,,,,,
Nihal Hathaway,1 year ago,1535201964110,he's so amazing!,0,false,0,,,,,
BKPlaysYT,1 year ago,1535201964112,I think the only time he messed up is at 7:32 and it wasn't even a big mess up.,0,false,0,,,,,
Bomber One,1 year ago,1535201964115,Someone know the text of this WONDERFUL mash-up?,0,true,1,,,,,
,,,,,,,LotusLatte,1 year ago,1535201964368,Bomber One I have it memorized by now haha,0
J Pr,1 year ago,1535201964117,This was fucking awesome!,0,false,0,,,,,
Yanko Ivanov,1 year ago,1535201964119,10 non stoping LEGEND ARYYYYYY,0,false,0,,,,,
GodzillaKilla StarDestroyer,1 year ago,1535201964121,This twat has all the style of a wet fart in a clean pair of undies...,1,false,0,,,,,
Georgia Alex,1 year ago,1535201964123,this is amazing,0,false,0,,,,,
Nicolas Albert,1 year ago,1535201964125,Le talent à l’état pur,0,false,0,,,,,
salvador villaeba III,1 year ago,1535201964993,👏👏👏👏👏👏👏👏👏👏👏👏👏👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,false,0,,,,,
SILV3R5TR3AK,1 year ago,1535201964995,I account for a thousand views on this video. brilliant,0,false,0,,,,,
Deepak NR,1 year ago,1535201964996,wicked,0,false,0,,,,,
Aint ItFunny,1 year ago,1535201964998,broke the replay button need to go on Amazon 😂😂😂😛,0,false,0,,,,,
Nomoredrama2000,1 year ago,1535201965001,Goddamn this mother's a genius. I'm so glad I'll be seeing him again! :D,0,false,0,,,,,
sarah Osman,1 year ago,1535201965003,Sing 🎤 wonderful song,0,false,0,,,,,
Brittany Fulford,1 year ago,1535201965004,Everyone singing along to No Diggity only know the song because of Ed. I put money on it lol,1,true,1,,,,,
,,,,,,,LotusLatte,1 year ago,1535201965246,Brittany Jorgensen honestly that’s me,0
noaksongs,1 year ago,1535201965007,chords?!!,0,false,0,,,,,
Lee Kempley,1 year ago,1535201965008,6.38  🙊🙊,0,false,0,,,,,
Daniel Retamal,1 year ago,1535201965010,That was dope as fuck,0,false,0,,,,,
Ferguson Billton,1 year ago,1535201965012,"""It's really hot in here isn't it?""

and one lady just goes ""YAAAAS""",0,false,0,,,,,
hiboo,1 year ago,1535201965013,Why is he so cute!!!!!!!!!!!!,0,false,0,,,,,
Tony Wassenaar,1 year ago,1535201965015,6.40 👌,0,false,0,,,,,
Id,1 year ago,1535201965017,He sings with his soul man!!,1,false,0,,,,,
suraj satpathy,1 year ago,1535201965018,can u pls give me the list of songs he played...pls,0,false,0,,,,,
Erik Aadalen,1 year ago,1535201965020,How does he not run out of breath? Very impressive,1,false,0,,,,,
The PCal,1 year ago,1535201965022,This is evidence that Sheeran isn't human--he takes one breath in the beginning and then he never stops singing...but never takes another breath.,1,false,0,,,,,
VAL3NTY,1 year ago,1535201965024,Killed it.,1,false,0,,,,,
Paparts,1 year ago,1535201965025,He's making me want to learn guitar :O,1,false,0,,,,,
paco berba,1 year ago,1535201965027,I LOVE THIS SO MUCH IM DYING,1,false,0,,,,,
Jennifer Bahena,1 year ago,1535201965890,hey whats that alexa commercial about,0,false,0,,,,,
Dr. Complex,1 year ago,1535201965892,I always thought Sheeran sang no diggity...,1,false,0,,,,,
jamboreetime,1 year ago,1535201965894,"one thing to think, outstanding people are rare. BUT!!
a genius is amongst us!!!",3,false,0,,,,,
Kuki McManus,1 year ago,1535201965895,"If this was real, I so hope that this happens again and I will be there. Just joking. ;-)",0,false,0,,,,,
Kinga Grzywna,1 year ago,1535201965897,dammn 3:26,0,false,0,,,,,
Daniel Karlsson,1 year ago,1535201965899,The audience!,0,false,0,,,,,
Gayle O,1 year ago,1535201965901,Wish I was there!!!!!,1,false,0,,,,,
Emily Brogden,1 year ago,1535201965903,what a legend.,1,false,0,,,,,
su yo,1 year ago,1535201965904,i wish i was nina,1,false,0,,,,,
Esther Melvang,1 year ago,1535201965906,he looks hot here,3,false,0,,,,,
Andrea Mitchell,1 year ago,1535201965908,"I hope to meet Ed Sheeran one day, shake his hand and thank him for all the times his music has helped me through down times. There's not one song he has that I don't love. Keep on being you Ed.",2,false,0,,,,,
Pedro Cruz,1 year ago,1535201965910,It's the mothafuckin' D-O-Double G,3,false,0,,,,,
Kozma Tibor,1 year ago,1535201965912,Faszom beléd Farki már századjára hallgatom.,0,false,0,,,,,
Rachel Wise,1 year ago,1535201965914,Can't concentrate on my work with this in the background because it is just too amazing!!!!!,0,false,0,,,,,
Randy Osborne,1 year ago,1535201965916,Amazing...I would give my left kidney to learn these skills,0,false,0,,,,,
stina98XD,1 year ago,1535201965917,Not only an amazing singer but also an amazing crowd,0,false,0,,,,,
TheAngryAArdvark,1 year ago,1535201965919,Musical God,0,false,0,,,,,
Crypt,1 year ago,1535201965921,My fav thing on youtube.  would LOOOOOOOOOOOOOOOOVE to be there,0,false,0,,,,,
Alihandro Fernando,1 year ago,1535201965923,Not typically a pop fan but goddamn,0,false,0,,,,,
Emma Bethany,1 year ago,1535201965925,Ed you are amazing!!!!,1,false,0,,,,,
secretbranch,1 year ago,1535201966620,I KNEW it was supposed to Don't Fuck With My Love. Never singing any other way ever again.,0,false,0,,,,,
Andi Price,1 year ago,1535201966621,"Absolutely amazing!!! Ed whenever you decide to come within 500 miles of Oklahoma City, Oklahoma pleas please announce it atleast 45 days before the actual concert.  I would absolutely positively love to see you in concert, but would love even more for a chance to just say hi.  That’s it.  Just to give you a hug and say hi.",1,false,0,,,,,
Scopex,1 year ago,1535201966624,Just when you thought his performances couldn’t get any better...,8,false,0,,,,,
Ferdinand Gould,1 year ago,1535201966625,"that's a fuck of a crowd, damn.",0,false,0,,,,,
Ksenija Jemensek,1 year ago,1535201966628,THIS IS PHENOMENAL! 💕💕💕💕💕,5,false,0,,,,,
Jaissy K.H.,1 year ago,1535201966630,2018 👌🏾👌🏾😍😍,0,false,0,,,,,
Athenea Cuotto Abad,1 year ago,1535201966633,3:26 NO DIGGITY.,1,false,0,,,,,
Jaydia Simmons,1 year ago,1535201966635,"That moment when the singer and the audience became so in sync that the audience picked up where he left off, and he had a few moments to take a breath before continuing the song.",0,false,0,,,,,
MRPlayer Tunisia,1 year ago,1535201966637,00:00,0,false,0,,,,,
Zannet,1 year ago,1535201966640,"Holy fuck ! I need a full cover of ""Next episode"" ! He's a genius.
""It goes NA NA NA NA NA"" killed me !",0,false,0,,,,,
Zoe,1 year ago,1535201966642,I'm literally crying right now,0,false,0,,,,,
Swagger Jagger,1 year ago,1535201966644,He's so adorable,0,false,0,,,,,
Vicente montesinos zapata,1 year ago,1535201966646,4:20 starts the next episode lmao,0,false,0,,,,,
Brittany Elizabeth,1 year ago,1535201966648,Love ed sheeran live,0,false,0,,,,,
Chanyu222,1 year ago,1535201966650,Does anyone know what are the chords he uses?,0,false,0,,,,,
HouseArmorer,1 year ago,1535201966652,is his guitar tuned half step higher?,0,false,0,,,,,
Wafae Chouhani,1 year ago,1535201966654,this video needs a double like option on youtube,3,false,0,,,,,
Jasmine,1 year ago,1535201966656,oh i thought he was covering bryson tiller lol,0,false,0,,,,,
MrPiNkY1205,1 year ago,1535201966659,where is the part at 5:08 from?,0,true,1,,,,,
,,,,,,,Mark,1 year ago,1535201966933,MrPiNkY1205 no diggity by blackstreet,0
Zack Reed,1 year ago,1535201966661,RAW TALENT,0,false,0,,,,,
snooz510,1 year ago,1535201967593,I'm at work right in front eeekr,0,false,0,,,,,
shanmukha bandlamudi,1 year ago,1535201967595,Jinnjk l,0,false,0,,,,,
Ben Jahn,1 year ago,1535201967597,This... is... truly... epic...,0,false,0,,,,,
Zel,1 year ago,1535201967599,crowd was amazing tbh ...,0,false,0,,,,,
Anna Cash,1 year ago,1535201967602,Love this!!!!!!!,0,false,0,,,,,
Sean Hickey,1 year ago,1535201967604,Chords??,0,false,0,,,,,
elicit33,1 year ago,1535201967606,I found this when it came out 3 years ago and I still enjoy and share it with others.,0,false,0,,,,,
Jessica Maloney,1 year ago,1535201967608,I dont know anyone tht could pull that off like he did,2,false,0,,,,,
Mateusz Michalczyk,1 year ago,1535201967610,On the right side of the screen you can see ppl taking selfies :/ .  I only saw it because I watched this vid 100 times.,1,false,0,,,,,
Beatrice Bucolia,1 year ago,1535201967612,I want a cover of getaway car from Ed Sheeraaaaaaannnnnnn,1,false,0,,,,,
MasonAdamMusic,1 year ago,1535201967615,I wonder how much he would charge to sing me to sleep every night,0,false,0,,,,,
César Veliz,1 year ago,1535201967618,Don’t is so slow since I listened to this,2,false,0,,,,,
kk k,1 year ago,1535201967620,Damn,0,false,0,,,,,
ofljyfth,1 year ago,1535201967622,how happy I am to hear him... how much more if I was there...,3,false,0,,,,,
Red Gaming,1 year ago,1535201967624,Ive never liked live performances but this one is amazing.,0,false,0,,,,,
Tapashya Rasaily,1 year ago,1535201967626,ed I am in love wid u......,0,false,0,,,,,
ALE XD,1 year ago,1535201967628,Which guitar is he using?,0,false,0,,,,,
Shantanu Sahu,1 year ago,1535201967630,"doc : you have 10 mins to live, make it worth your while.
me : sure i know what to do !.",67,true,1,,,,,
,,,,,,,M.C.K M.C.K,1 year ago,1535201967878,Shantanu Sahu you missed 2 seconds of the video!!😭😭😭😭,8
Marco Singer,1 year ago,1535201967633,"everytime i feel bad i put myself in a comfy chair, get my headphones and watch this video. Ed cures every wound and you feel better listening to his voice. Thank you for being yourself Ed Sheeran.",0,false,0,,,,,
Jonathan Leon,1 year ago,1535201967635,4:20 The Next Episode you're welcome.,0,false,0,,,,,
David Lee,1 year ago,1535201968565,god i love this guy,0,false,0,,,,,
Sydney,1 year ago,1535201968567,He makes it look so easy..😄😄,0,false,0,,,,,
Tmcjr,1 year ago,1535201968569,Chords?,0,false,0,,,,,
Man Sze Cheung,1 year ago,1535201968571,ss,0,false,0,,,,,
Charliee May,1 year ago,1535201968573,seeing ed sheeran live next year really cant wait <3,0,false,0,,,,,
Mr Coombes,1 year ago,1535201968575,"Ed must be a master at ripping bongs, lungs of a madman.",0,false,0,,,,,
Amazing,1 year ago,1535201968577,Use headphones.,1,false,0,,,,,
Monica Robinson,1 year ago,1535201968579,Love,0,false,0,,,,,
Gözde O.,1 year ago,1535201968581,15112017,0,false,0,,,,,
Jillybean,1 year ago,1535201968583,"Only Ed Sheeran can rock out to any song. His guitar skills are underrated. He is a legit musician, not a ""pop star.""",5,true,1,,,,,
,,,,,,,Dan,1 year ago,1535201968902,he's an artist. art-ist <3,2
vince martin,1 year ago,1535201968585,im so weird xD lol,0,false,0,,,,,
Istvan Creghi,1 year ago,1535201968587,"This is insane! I'd only heard ""Lego House"" by this guy. I recognized him as I was surfing YouTube. Talk about being out of the loop. He got famous!",2,false,0,,,,,
TechnicallyDifficult,1 year ago,1535201968589,I love how he kept the tune/chords of don't throughout,8,true,1,,,,,
,,,,,,,Fabio Chaname,8 months ago,1545742768818,"TechnicallyDifficult yeah many songs use the same chords, he could’ve added Charlie Puth’s “how long” if he wanted to lol",0
Piyush K,1 year ago,1535201968593,4:58,1,false,0,,,,,
Luisa Warnstedt,1 year ago,1535201968595,Impossible to look so incredible hot!,1,false,0,,,,,
Civil9,1 year ago,1535201968597,Anyone know where to get tabs for this,0,false,0,,,,,
nghia Pham,1 year ago,1535201968599,11/2017 anyone?,0,false,0,,,,,
femke0811,1 year ago,1535201968601,i just keep coming back to this damn video. Its just so amazing,0,false,0,,,,,
Doten,1 year ago,1535201968603,Hey guys it would mean the world to me if y'all could check out my cover of No Diggity on my channel. I promise you won't regret it :),0,false,0,,,,,
Payton M,1 year ago,1535201968605,hes kinda hot... 🔥,2,false,0,,,,,
Bella Cox,1 year ago,1535201969598,You are a really talented singer.,0,false,0,,,,,
Dino Eric,1 year ago,1535201969600,I hate Ed Sheeran!1! He hoarded all of the talent for himself.,3,false,0,,,,,
Bohemian Bunny,1 year ago,1535201969603,"I met you when I was a teen
But then you were one as well
And I could play a guitar
Just like ringing a bell
Sometimes I wonder
In any other summer
Could you have been a part time lover to me
Listening to Stevie Wonder
Under the covers where we used to lay
And Re: Stacks is what the speakers played
I'd be on tour almost every day
When I was home up in my flat is where we used to stay

Just watching a dvd, smoking illegal weed
Getting high as two kites when we needed to breathe
We'd use each other's air just for the people to see
And stay up all night like when we needed to sleep
We'd go anywhere our minds would take us
And I'll say you were beautiful without your make up
And you don't even need to worry about your weight cause
We can all be loved the way that God made us
And time's the only reason that we could break up
Cause you would always tell me I'm away too much
Distance is relative to the time that it takes to get on a plane or make a mistake
So say it again

Oh Nina, you should go Nina
Cause I ain't ever coming home Nina
Oh won't you leave me now
And I've been livin' on the road Nina
But then again you should know Nina
Cause that's you and me both Nina
Oh won't you leave me now, now

And every weekend in the winter you'd be wearing my hoodie
With drawstrings pulled tight to keep your face from the cold
Taking day trips to the local where we'd eat on our own
Cause every day when I was away we'd only speak on the phone
Watching blue planet, creating new habits
Acting as if we were two rabbits
And then you'd vanish
Back to the burrow with all the Celtics
I'd disappear, you'd call me selfish
I understand but I can't help it
I put my job over everything except my family and friends
But you'll be in between forever so I guess we'll have to take a step back
Overlook the situation cause mixing business and feelings will only lead to complications
And I'm not saying we should be taking a break
Just revaluate quick before we make a mistake and it's too late
So we can either deal with the pain and wait to get on a plane
But in a day we'll have to say it again

Oh Nina, you should go Nina
Cause I ain't ever coming home Nina
Oh won't you leave me now
And I've been livin' on the road Nina
But then again you should know Nina
Cause that's you and me both Nina
Oh won't you leave me now, now

Love will come and love will go
But you can make it on your own
Sing that song
Go oh won't you leave me now
People grow and fall apart
But you can mend your broken heart
Take it back go oh won't you leave me now

[x2:]
Oh Nina, you should go Nina (Love will come and Love will go)
Cause I ain't ever coming home Nina (But you can make it on your own)
Oh won't you leave me now (Sing that song, go oh won't you leave me now)
And I've been livin' on the road Nina (People grow and fall apart)
But then again you should know Nina (But you can mend your broken heart)
Cause that's you and me both Nina (Take it back, go oh won't you leave me now)
Oh won't you leave me now
Now",0,false,0,,,,,
Bikram 157,1 year ago,1535201969606,He is a good kisser. Kisses the mic. with that love 😁,0,false,0,,,,,
Eduardo Silva,1 year ago,1535201969608,I like cock,0,false,0,,,,,
